FID,nombre,cod_depend,cod_tramo,cod_tipo_d,cod_estado,id_gestor,cod_munici,direccion,codigo_pos,cod_titula,utm_x,utm_y,v_desde,id_provinc,prec_geom,dependenci,dependen_1,dependen_2,dependen_3,dependen_4,dependen_5,dependen_6,dependen_7,dependen_8,dependen_9,geom
Dependencias.1,BIF. CANAL DEL DUERO,B0602,011000180,F,FS,AM,,,,AD,360326.8344,4617523.5355,19,47,0,AM,F,FS,47,,0,AD,011000180,BIF. CANAL DEL DUERO,0,POINT (360326.83440000005 4617523.535499999)
Dependencias.2,BIF. GRIJOTA,B1505,061300030,B,EX,AM,,,,AD,370011.2076,4655450.9394,51,34,0,AM,B,EX,34,0,0,AD,061300030,BIF. GRIJOTA,0,POINT (370011.2076000003 4655450.9394000005)
Dependencias.3,KM 59.560,C5441,044660010,K,EX,AM,,,,AV,391783.5195,4110693.549,19,29,0,AM,K,EX,29,,0,AV,044660010,KM 59.560,0,POINT (391783.5195000004 4110693.5490000006)
Dependencias.4,KM 86.520,C5442,044640010,K,EX,AM,,,,AD,412893.8349,4121118.024,19,29,0,AM,K,EX,29,,0,AD,044640010,KM 86.520,0,POINT (412893.83490000013 4121116.9656000007)
Dependencias.5,CENTRO TRATAMIENTO TECNICO VALENCIA FUENTE S. LUIS,46A06,033040010,O,EX,AN,,,,AD,725839.8936,4369065.4736,19,0,0,AN,O,EX,0,0,0,AD,033040010,CENTRO TRATAMIENTO TECNICO VALENCIA FUENTE S. LUIS,0,POINT (725839.8936000001 4369065.4736)
Dependencias.6,CAPARROSO,80113,017100070,T,EX,AX,310654,,31380,AD,611537.2986,4692956.0207,1,31,1,AX,T,EX,31,310654,31380,AD,017100070,CAPARROSO,0,POINT (611537.2986000003 4692956.0207)
Dependencias.7,ROBLIZA (APD),33004,011200070,Y,FS,AP,372702,,37491,AD,248799.9656,4529861.3379,1,37,1,AP,Y,FS,37,372702,37491,AD,011200070,ROBLIZA (APD),0,POINT (248799.96559999976 4529861.3379)
Dependencias.8,IZNALLOZ,57003,044160020,T,EX,AE,181054,,18550,AD,453275.3149,4138920.5592,1,18,1,AE,T,EX,18,181054,18550,AD,044160020,IZNALLOZ,0,POINT (453275.31489999965 4138920.5592)
Dependencias.9,DEIFONTES,57004,044160020,T,EX,AX,180665,,18570,AD,447157.1837,4131936.2302,1,18,1,AX,T,EX,18,180665,18570,AD,044160020,DEIFONTES,0,POINT (447157.18369999994 4131936.2302)
Dependencias.10,CALICASAS,57005,044160020,Y,FS,AP,180037,,18220,AD,441472.7338,4127342.7479,1,18,1,AP,Y,FS,18,180037,18220,AD,044160020,CALICASAS,0,POINT (441472.7337999996 4127342.7479)
Dependencias.11,CAMPILLOS,55001,044200020,A,EX,AE,290326,,29320,AD,334253.8817,4100066.802,1,29,1,AE,A,EX,29,290326,29320,AD,044200020,CAMPILLOS,0,POINT (334253.8816999998 4100066.801999999)
Dependencias.12,TEBA (APD),55002,044200020,Y,FS,AP,290897,,29327,AD,328791.7287,4095999.5493,1,29,1,AP,Y,FS,29,290897,29327,AD,044200020,TEBA (APD),0,POINT (328791.72869999986 4095999.5493)
Dependencias.13,SETENIL,55005,044200030,T,EX,AE,110342,,11692,AD,310919.9805,4081713.5303,1,11,1,AE,T,EX,11,110342,11692,AD,044200030,SETENIL,0,POINT (310919.9804999996 4081713.5303000007)
Dependencias.14,BENAOJAN-MONTEJAQUE,55010,044200040,T,EX,AE,290287,,29370,AD,299362.5152,4065472.276,1,29,1,AE,T,EX,29,290287,29370,AD,044200040,BENAOJAN-MONTEJAQUE,0,POINT (299362.51520000026 4065472.2760000005)
Dependencias.15,SAN YAGO (APD),10201,011000070,P,EX,AE,280611,,28400,AD,412782.0757,4496847.9221,1,28,1,AE,P,EX,28,280611,28400,AD,011000070,SAN YAGO (APD),0,POINT (412782.0756999999 4496847.9221)
Dependencias.16,SALVATERRA,22109,068100040,T,EX,AE,360502,,36450,AD,45409.4899,4673470.2382,1,36,1,AE,T,EX,36,360502,36450,AD,068100040,SALVATERRA,0,POINT (45409.48990000039 4673470.2382)
Dependencias.17,SELA (APD),22107,068100040,P,EX,AE,360010,,36494,AD,57003.5434,4673896.4347,1,36,1,AE,P,EX,36,360010,36494,AD,068100040,SELA (APD),0,POINT (57003.54339999985 4673896.434699999)
Dependencias.18,POUSA-CRECENTE (APD),22105,068100040,P,EX,AE,360144,,36420,AD,67325.3217,4678231.4184,1,36,1,AE,P,EX,36,360144,36420,AD,068100040,POUSA-CRECENTE (APD),0,POINT (67325.3217000002 4678231.418400001)
Dependencias.19,FILGUEIRA,22103,068100040,T,EX,AE,360144,,36420,AD,72032.4478,4687225.488,1,36,1,AE,T,EX,36,360144,36420,AD,068100040,FILGUEIRA,0,POINT (72032.4478000002 4687225.488)
Dependencias.20,AS NEVES,22108,068100040,T,EX,AE,360340,,36440,AD,51581.2979,4672388.394,1,36,1,AE,T,EX,36,360340,36440,AD,068100040,AS NEVES,0,POINT (51581.297899999656 4672388.393999999)
Dependencias.21,ARBO,22106,068100040,T,EX,AE,360010,,36438,AD,61722.1926,4675269.5936,1,36,1,AE,T,EX,36,360010,36438,AD,068100040,ARBO,0,POINT (61722.19259999972 4675269.593599999)
Dependencias.22,FRIEIRA,22104,068100040,T,EX,AE,360144,,36420,AD,70249.3795,4680081.5617,1,36,1,AE,T,EX,36,360144,36420,AD,068100040,FRIEIRA,0,POINT (70249.3794999998 4680081.5616999995)
Dependencias.23,AS GANDARAS,22203,068100060,E,EX,AX,360391,,36408,AD,35094.9985,4677327.4908,51,36,1,AX,E,EX,36,360391,36408,AD,068100060,AS GANDARAS,0,POINT (35094.998499999754 4677327.490800001)
Dependencias.24,O PORRIÑO,22201,068100060,T,EX,AE,360391,,36408,AD,35523.6997,4683315.7708,1,36,1,AE,T,EX,36,360391,36408,AD,068100060,O PORRIÑO,0,POINT (35523.699699999765 4683315.7708)
Dependencias.25,LOUREDO-VALOS,22202,068100060,T,EX,AX,360335,,36415,AD,38125.2489,4690987.02,1,36,1,AX,T,EX,36,360335,36415,AD,068100060,LOUREDO-VALOS,0,POINT (38125.248900000006 4690987.02)
Dependencias.26,CHAPELA (APD),22302,068100080,F,FS,AP,360451,,36320,AD,32254.7622,4695146.2162,1,36,1,AP,F,FS,36,360451,36320,AD,068100080,CHAPELA (APD),0,POINT (32254.762199999765 4695146.2162)
Dependencias.27,CARDEÑOSA DE AVILA,34002,011220010,T,EX,AE,50492,,05320,AD,352172.9106,4511279.6349,1,5,1,AE,T,EX,5,50492,05320,AD,011220010,CARDEÑOSA DE AVILA,0,POINT (352172.91060000006 4511279.6349)
Dependencias.28,BARALLOBRE (APD),21007,068040010,P,EX,AE,150354,,15500,AD,80241.7677,4825311.6944,1,15,1,AE,P,EX,15,150354,15500,AD,068040010,BARALLOBRE (APD),0,POINT (80241.76769999973 4825311.694399999)
Dependencias.29,CASTELLBISBAL-AGUJAS MOLINS,A7229,022380015,B,EX,AM,80543,,08755,AD,917154.9579,4600082.7233,5,8,4,AM,B,EX,8,80543,08755,AD,022380015,CASTELLBISBAL-AGUJAS MOLINS,0,POINT (917154.9578999998 4600082.723300001)
Dependencias.30,"MALAGA-AG.K191,4",A5440,044300130,F,FS,AT,290672,,29002,AD,371240.4666,4063358.1137,2,29,4,AT,F,FS,29,290672,29002,AD,044300130,"MALAGA-AG.K191,4",0,POINT (371240.4665999999 4063358.1137000006)
Dependencias.31,MANZANEQUE,37105,05999FS50,F,FS,AP,450909,,45460,AD,431138.1713,4387523.7561,1,45,4,AP,F,FS,45,450909,45460,AD,05999FS50,MANZANEQUE,0,POINT (431138.1712999996 4387523.756100001)
Dependencias.32,AEROPUERTO-T4,98305,029080010,T,EX,AE,280796,,28042,AD,449720.7032,4482580.3171,8,28,1,AE,T,EX,28,280796,28042,AD,029080010,AEROPUERTO-T4,0,POINT (449720.70320000034 4482580.3171)
Dependencias.33,ALACANT-TERMINAL,60911,130420110,E,EX,AE,30149,,03005,AV,718870.0006,4247018.2282,1,3,1,AE,E,EX,3,30149,03005,AV,130420110,ALACANT-TERMINAL,,POINT (718870.0005999999 4247018.2282)
Dependencias.34,ALACANT-BENALUA (CGD),62105,033340010,F,FS,AP,30149,,03008,AD,719034.8747,4246261.4354,1,3,1,AP,F,FS,3,30149,03008,AD,033340010,ALACANT-BENALUA (CGD),0,POINT (719034.8746999996 4246261.4354)
Dependencias.35,BENIEL,62001,033360010,T,EX,AE,300102,,30130,AD,675536.752,4212670.55,1,30,1,AE,T,EX,30,300102,30130,AD,033360010,BENIEL,0,POINT (675536.7520000003 4212670.550000001)
Dependencias.36,ORIHUELA - MIGUEL HERNANDEZ,62002,033360020,T,EX,AE,30993,,03300,AD,680282.5149,4216451.3429,5,3,1,AE,T,EX,3,30993,03300,AD,033360020,ORIHUELA - MIGUEL HERNANDEZ,0,POINT (680282.5148999998 4216451.3429000005)
Dependencias.37,BIF. CAMBIADOR VALDESTILLAS,B0802,110800070,B,EX,AM,471821,,47240,AV,350978.0547,4593123.6351,1,47,1,AM,B,EX,47,471821,47240,AV,110800070,BIF. CAMBIADOR VALDESTILLAS,0,POINT (350978.0547000002 4593123.6351)
Dependencias.38,"KM. 51,878",C0809,110800020,K,EX,AM,281202,,28740,AV,422918.5494,4522623.5762,1,28,1,AM,K,EX,28,281202,28740,AV,110800020,"KM. 51,878",0,POINT (422918.5493999999 4522623.576199999)
Dependencias.39,SEGOVIA-GUIOMAR,08004,110800030,E,EX,AE,401945,,40006,AV,407794.2587,4529363.7928,1,40,1,AE,E,EX,40,401945,40006,AV,110800030,SEGOVIA-GUIOMAR,,POINT (407794.2587000001 4529363.7928)
Dependencias.40,"PK KM. 126,7",C0812,110800040,K,EX,AM,400827,,40496,AV,364598.9688,4565634.8554,1,40,1,AM,K,EX,40,400827,40496,AV,110800040,"PK KM. 126,7",0,POINT (364598.9687999999 4565634.8554)
Dependencias.41,VALDESTILLAS-A.V.,08009,110800060,E,EX,AM,471821,,47240,AV,350390.4783,4591489.354,1,47,1,AM,E,EX,47,471821,47240,AV,110800060,VALDESTILLAS-A.V.,0,POINT (350390.4782999996 4591489.354)
Dependencias.42,GUADALAJARA-YEBES,04007,120500030,E,EX,AE,191305,,19000,AV,489294.8327,4492866.2186,1,19,1,AE,E,EX,19,191305,19000,AV,120500030,GUADALAJARA-YEBES,,POINT (489294.83270000014 4492866.218599999)
Dependencias.43,"PK KM. 174,7",C4002,120500050,K,EX,AM,500153,,42269,AV,571487.6007,4561689.416,1,42,1,AM,K,EX,42,500153,42269,AV,120500050,"PK KM. 174,7",0,POINT (571487.6007000003 4561689.415999999)
Dependencias.44,GUALLAR,04030,120500080,E,EX,AM,502973,,50011,AV,659884.4498,4613385.3082,1,50,1,AM,E,EX,50,502973,50011,AV,120500080,GUALLAR,0,POINT (659884.4497999996 4613385.3082)
Dependencias.45,COSCURITA,84100,022020010,P,EX,AX,420682,,42216,AD,544291.6931,4587729.9039,1,42,1,AX,P,EX,42,420682,42216,AD,022020010,COSCURITA,0,POINT (544291.6930999998 4587729.903899999)
Dependencias.46,CERVERA DEL RIO ALHAMA,83009,022020030,F,FS,AP,260472,,26528,AD,594286.4523,4648035.2166,1,26,1,AP,F,FS,26,260472,26528,AD,022020030,CERVERA DEL RIO ALHAMA,0,POINT (594286.4523 4648035.216600001)
Dependencias.47,SORIA,82100,022020020,E,EX,AE,421736,,42005,AD,543604.1802,4622730.6184,1,42,1,AE,E,EX,42,421736,42005,AD,022020020,SORIA,,POINT (543604.1802000003 4622730.6184)
Dependencias.48,SANTA MARIA Y LA PEÑA,74207,022040030,T,EX,AE,221730,,22808,AD,689687.5138,4694577.1033,1,22,1,AE,T,EX,22,221730,22808,AD,022040030,SANTA MARIA Y LA PEÑA,0,POINT (689687.5137999998 4694577.1033)
Dependencias.49,"KM. 3,237",18102,033000010,K,FS,AT,280796,,28004,AD,440937.5714,4475403.8859,1,28,4,AT,K,FS,28,280796,28004,AD,033000010,"KM. 3,237",0,POINT (440937.5713999998 4475403.8859)
Dependencias.50,ALCAZAR DE SAN JUAN E.C.,60401,033000140,Y,FS,AP,130052,,13600,AD,482288.1639,4360709.209,1,13,2,AP,Y,FS,13,130052,13600,AD,033000140,ALCAZAR DE SAN JUAN E.C.,0,POINT (482288.16390000004 4360709.209000001)
Dependencias.51,"BIF. JESUS-AGUJA KM. 396,7",A0320,130400117,B,EX,AM,462508,,46007,AV,725306.8323,4370474.3754,4,46,2,AM,B,EX,46,462508,46007,AV,130400117,"BIF. JESUS-AGUJA KM. 396,7",0,POINT (725306.8322999999 4370474.375399999)
Dependencias.52,P. T. ZARAGOZA SUR,B4044,120540030,E,EX,AM,502973,,50004,AV,675307.1072,4613178.8857,1,50,4,AM,E,EX,50,502973,50004,AV,120540030,P. T. ZARAGOZA SUR,0,POINT (675307.1072000004 4613178.8857)
Dependencias.53,RIU LLOBREGAT,71908,022380020,E,EX,AX,81574,,08780,AD,918682.0311,4596586.7744,5,8,4,AX,E,EX,8,81574,08780,AD,022380020,RIU LLOBREGAT,0,POINT (918682.0311000003 4596586.7743999995)
Dependencias.54,"AGUJA KM. 23,2",A7223,022460040,F,FS,AT,82606,,08130,AD,932642.4526,4610085.0959,5,8,0,AT,F,FS,8,82606,08130,AD,022460040,"AGUJA KM. 23,2",0,POINT (932642.4526000004 4610085.095899999)
Dependencias.55,GUARDIA DE TREMP (APD),75112,020002062,P,EX,AT,259046,,25632,CA,821521.2471,4668356.9282,1,25,0,AT,P,EX,25,259046,25632,CA,020002062,GUARDIA DE TREMP (APD),0,POINT (821521.2471000003 4668356.928200001)
Dependencias.56,NARROS DEL CASTILLO (APD),34008,011220020,P,EX,AE,51472,,05370,AD,327002.7893,4525973.5841,1,5,1,AE,P,EX,5,51472,05370,AD,011220020,NARROS DEL CASTILLO (APD),0,POINT (327002.7893000003 4525973.584100001)
Dependencias.57,PUERTO DEL ALTO,67012,026100040,Y,FS,AP,502920,,50490,AD,645788.2099,4566727.1864,1,50,2,AP,Y,FS,50,502920,50490,AD,026100040,PUERTO DEL ALTO,0,POINT (645788.2099000001 4566727.1864)
Dependencias.58,PUEBLA DE VALVERDE,67203,026100090,T,EX,AE,441927,,44450,AD,674905.7493,4453472.6653,1,44,1,AE,T,EX,44,441927,44450,AD,026100090,PUEBLA DE VALVERDE,0,POINT (674905.7493000003 4453472.6653)
Dependencias.59,POZO DEL FRAILE,67204,026100090,Y,FS,AP,441927,,44450,AD,678383.6291,4449955.5597,1,44,1,AP,Y,FS,44,441927,44450,AD,026100090,POZO DEL FRAILE,0,POINT (678383.6290999996 4449955.559699999)
Dependencias.60,SARRION,67205,026100090,T,EX,AE,442101,,44460,AD,685403.3198,4446259.5531,1,44,1,AE,T,EX,44,442101,44460,AD,026100090,SARRION,0,POINT (685403.3197999997 4446259.553099999)
Dependencias.61,MORA DE RUBIELOS (APT-CGD),67206,026100090,A,EX,AE,440103,,44470,AD,689744.2949,4443223.5859,1,44,1,AE,A,EX,44,440103,44470,AD,026100090,MORA DE RUBIELOS (APT-CGD),0,POINT (689744.2949000001 4443223.585899999)
Dependencias.62,LLERENA,40105,045160020,T,EX,AE,60747,,06900,AD,236573.9519,4236469.3252,1,6,1,AE,T,EX,6,60747,06900,AD,045160020,LLERENA,0,POINT (236573.95189999975 4236469.325200001)
Dependencias.63,FUENTE DEL ARCO (APD),40107,045160030,P,EX,AE,60536,,06980,AD,245881.4691,4227937.1392,1,6,1,AE,P,EX,6,60536,06980,AD,045160030,FUENTE DEL ARCO (APD),0,POINT (245881.46910000034 4227937.1392)
Dependencias.64,PEDROSO,40115,045160050,A,EX,AE,410732,,41360,AD,256907.7151,4191361.1548,1,41,1,AE,A,EX,41,410732,41360,AD,045160050,PEDROSO,0,POINT (256907.71509999968 4191361.1547999997)
Dependencias.65,VILLANUEVA DEL RIO-MINAS,40119,045160060,E,EX,AE,410994,,41350,AD,260765.5004,4171735.0534,1,41,1,AE,E,EX,41,410994,41350,AD,045160060,VILLANUEVA DEL RIO-MINAS,0,POINT (260765.50040000025 4171735.0534000006)
Dependencias.66,GUITIRIZ,20314,068000160,A,EX,AE,270229,,27300,AD,102135.7316,4792345.1968,1,27,1,AE,A,EX,27,270229,27300,AD,068000160,GUITIRIZ,0,POINT (102135.73159999959 4792345.196799999)
Dependencias.67,EL PINAR SUR,B1050,011000150,Y,FS,AT,471868,,47008,AD,353256.1246,4603094.9516,1,47,0,AT,Y,FS,47,471868,47008,AD,011000150,EL PINAR SUR,0,POINT (353256.12459999975 4603094.9516)
Dependencias.68,ARCAS REALES P. B.,B1052,011000150,E,EX,AM,471868,,47008,AD,354086.5692,4606478.9716,1,47,0,AM,E,EX,47,471868,47008,AD,011000150,ARCAS REALES P. B.,0,POINT (354086.5691999998 4606478.9716)
Dependencias.69,P. T . ZARAGOZA NORTE,B4045,120540040,E,EX,AM,502973,,50013,AV,677973.7335,4610877.688,51,50,4,AM,E,EX,50,502973,50013,AV,120540040,P. T . ZARAGOZA NORTE,0,POINT (677973.7335000001 4610877.687999999)
Dependencias.70,KM. 399.3,61011,033200030,F,FS,AP,300196,,30530,AD,629411.3336,4237082.6956,1,30,1,AP,F,FS,30,300196,30530,AD,033200030,KM. 399.3,0,POINT (629411.3335999995 4237082.695599999)
Dependencias.71,ALFAGEME,20001,068000040,Y,FS,AP,240896,,24009,AD,287064.2101,4717938.5357,1,24,4,AP,Y,FS,24,240896,24009,AD,068000040,ALFAGEME,0,POINT (287064.2100999998 4717938.535700001)
Dependencias.72,OTERO DE ESCARPIZO (APD),20101,068000060,Y,FS,AP,242199,,24719,AD,249021.1363,4711347.3801,1,24,1,AP,Y,FS,24,242199,24719,AD,068000060,OTERO DE ESCARPIZO (APD),0,POINT (249021.13630000036 4711347.380100001)
Dependencias.73,LA SILVA,20107,068000070,Y,FS,AP,242105,,24367,AD,230881.7399,4721759.2055,1,24,1,AP,Y,FS,24,242105,24367,AD,068000070,LA SILVA,0,POINT (230881.7399000004 4721759.205499999)
Dependencias.74,NAVALEO,20110,068000070,Y,FS,AP,241703,,24370,AD,222786.3092,4720815.5448,1,24,1,AP,Y,FS,24,241703,24370,AD,068000070,NAVALEO,0,POINT (222786.30920000002 4720815.5448)
Dependencias.75,ALBARES,20108,068000070,T,EX,AX,241703,,24370,AD,230773.4716,4723270.4673,1,24,1,AX,T,EX,24,241703,24370,AD,068000070,ALBARES,0,POINT (230773.47159999982 4723270.4673)
Dependencias.76,VILLAVERDE DE LOS CESTOS (APD),20112,068000070,Y,FS,AP,240573,,24398,AD,214506.7444,4723264.376,1,24,1,AP,Y,FS,24,240573,24398,AD,068000070,VILLAVERDE DE LOS CESTOS (APD),0,POINT (214506.7444000002 4723264.376)
Dependencias.77,SAN MIGUEL DE LAS DUEÑAS,20113,068000070,T,EX,AE,240573,,24398,AD,210843.447,4720910.3865,1,24,1,AE,T,EX,24,240573,24398,AD,068000070,SAN MIGUEL DE LAS DUEÑAS,0,POINT (210843.4469999997 4720910.386499999)
Dependencias.78,BEMBIBRE,20111,068000070,T,EX,AE,240140,,24300,AD,219288.8019,4723141.136,1,24,1,AE,T,EX,24,240140,24300,AD,068000070,BEMBIBRE,0,POINT (219288.8019000003 4723141.136)
Dependencias.79,BIF. VALCORBA,39202,022020030,F,FS,AT,421736,,42005,AD,547958.9632,4623394.9699,1,42,1,AT,F,FS,42,421736,42005,AD,022020030,BIF. VALCORBA,0,POINT (547958.9632000001 4623394.969900001)
Dependencias.80,CORESES (APD),31009,068200015,Y,FS,AM,490533,,49530,AD,281907.1135,4601450.601,1,49,1,AM,Y,FS,49,490533,49530,AD,068200015,CORESES (APD),0,POINT (281907.1135 4601450.601)
Dependencias.81,VILAR DE BARRIO,31210,068220053,T,EX,AX,320893,,32702,AD,120086.6113,4678157.2849,1,32,1,AX,T,EX,32,320893,32702,AD,068220053,VILAR DE BARRIO,0,POINT (120086.61129999999 4678157.2849)
Dependencias.82,BAÑOS DE MOLGAS,31211,068220053,T,EX,AX,320071,,32701,AD,113568.4779,4686781.6515,1,32,1,AX,T,EX,32,320071,32701,AD,068220053,BAÑOS DE MOLGAS,0,POINT (113568.47790000029 4686781.6515)
Dependencias.83,PADERNE CANTOÑA,31213,068220053,Y,FS,AP,320551,,32111,AD,107903.2764,4689194.4522,1,32,1,AP,Y,FS,32,320551,32111,AD,068220053,PADERNE CANTOÑA,0,POINT (107903.27639999986 4689194.452199999)
Dependencias.84,BOBORAS (APD),31305,068220083,Y,FS,AP,320132,,32514,AD,77916.555,4711848.9383,1,32,1,AP,Y,FS,32,320132,32514,AD,068220083,BOBORAS (APD),0,POINT (77916.5549999997 4711848.9383000005)
Dependencias.85,A FRIELA-MASIDE (APD),31303,068220083,P,EX,AE,320454,,32570,AD,86159.863,4707717.0844,1,32,1,AE,P,EX,32,320454,32570,AD,068220083,A FRIELA-MASIDE (APD),0,POINT (86159.8629999999 4707717.0844)
Dependencias.86,BAKIOLA (APD),13115,017000160,P,EX,AE,480097,,48498,AD,507388.1838,4780472.2979,1,48,1,AE,P,EX,48,480097,48498,AD,017000160,BAKIOLA (APD),0,POINT (507388.18379999977 4780472.297900001)
Dependencias.87,ARAKALDO (APD),13117,017000160,P,EX,AE,480059,,48498,AD,504990.7855,4777766.4018,1,48,1,AE,P,EX,48,480059,48498,AD,017000160,ARAKALDO (APD),0,POINT (504990.78550000023 4777766.401799999)
Dependencias.88,ABAROA-SAN MIGUEL (APD),13118,017000170,P,EX,AE,480157,,48970,AD,509149.6713,4785900.4668,1,48,1,AE,P,EX,48,480157,48970,AD,017000170,ABAROA-SAN MIGUEL (APD),0,POINT (509149.6712999996 4785900.4668000005)
Dependencias.89,LA PEÑA DE BILBAO (APD),13119,017000170,P,EX,AE,480209,,48003,AD,506183.6528,4787474.7317,1,48,1,AE,P,EX,48,480209,48003,AD,017000170,LA PEÑA DE BILBAO (APD),0,POINT (506183.6528000003 4787474.731699999)
Dependencias.90,AMURRIO IPARRALDE (APD),13121,017000140,P,EX,AE,10029,,01470,AD,500303.6609,4767225.5833,1,1,1,AE,P,EX,1,10029,01470,AD,017000140,AMURRIO IPARRALDE (APD),0,POINT (500303.66089999955 4767225.5833)
Dependencias.91,ZABALBURU (APD),13205,017200010,P,EX,AE,480209,,48003,AD,505469.2322,4789273.8503,1,48,1,AE,P,EX,48,480209,48003,AD,017200010,ZABALBURU (APD),0,POINT (505469.23220000044 4789273.850299999)
Dependencias.92,AMETZOLA (APD),13206,017200020,P,EX,AE,480209,,48012,AD,504572.7005,4789094.7224,1,48,1,AE,P,EX,48,480209,48012,AD,017200020,AMETZOLA (APD),0,POINT (504572.70050000027 4789094.7224)
Dependencias.93,SAN MAMES (APD),13208,017200020,P,EX,AE,480209,,48013,AD,504156.0884,4789854.7628,1,48,1,AE,P,EX,48,480209,48013,AD,017200020,SAN MAMES (APD),0,POINT (504156.0883999998 4789854.762800001)
Dependencias.94,"KM. 70,136",C0865,160820110,K,EX,AM,360176,,36680,AV,58988.0053,4750758.5188,8,36,2,AM,K,EX,36,360176,36680,AV,160820110,"KM. 70,136",0,POINT (58988.00530000031 4750758.5188)
Dependencias.95,LAS MATAS,10101,011000050,T,EX,AE,281277,,28290,AD,424073.7072,4489453.1563,1,28,1,AE,T,EX,28,281277,28290,AD,011000050,LAS MATAS,0,POINT (424073.70720000006 4489453.156300001)
Dependencias.96,VILLALBA DE GUADARRAMA,10200,011000060,E,EX,AE,280474,,28400,AD,414742.395,4497782.0802,1,28,1,AE,E,EX,28,280474,28400,AD,011000060,VILLALBA DE GUADARRAMA,0,POINT (414742.39499999955 4497782.0802)
Dependencias.97,"BIF. RUBENA-AG. KM. 377,3",A1112,011000246,B,EX,AM,90597,,09007,AD,448863.0656,4691490.7267,1,9,1,AM,B,EX,9,90597,09007,AD,011000246,"BIF. RUBENA-AG. KM. 377,3",0,POINT (448863.0656000003 4691490.7267)
Dependencias.98,LA RODA DE ANDALUCIA,54300,044300070,T,EX,AX,410824,,41590,AD,342495.9884,4119569.3579,1,41,1,AX,T,EX,41,410824,41590,AD,044300070,LA RODA DE ANDALUCIA,0,POINT (342495.98840000015 4119569.3578999992)
Dependencias.99,BIF.LEON CLAF.,B1501,061300090,F,FS,AT,240896,,24009,AD,288239.0514,4716484.3454,1,24,1,AT,F,FS,24,240896,24009,AD,061300090,BIF.LEON CLAF.,0,POINT (288239.05140000023 4716484.3454)
Dependencias.100,LUGO DE LLANERA,15300,061300240,E,EX,AE,330352,,33424,AD,272126.5592,4813785.5501,1,33,1,AE,E,EX,33,330352,33424,AD,061300240,LUGO DE LLANERA,0,POINT (272126.5592 4813785.550100001)
Dependencias.101,LEON-CLASIFICACION,15018,061340020,E,EX,AS,240896,,24009,AD,288272.8045,4717780.3599,1,24,1,AS,E,EX,24,240896,24009,AD,061340020,LEON-CLASIFICACION,0,POINT (288272.8044999996 4717780.3599)
Dependencias.102,BIF. RIO BERNESGA,B1507,061300070,B,EX,AM,241054,,24231,AD,288518.0297,4714020.2237,1,24,1,AM,B,EX,24,241054,24231,AD,061300070,BIF. RIO BERNESGA,0,POINT (288518.02969999984 4714020.2237)
Dependencias.103,LA BAÑEZA,30216,068060010,F,FS,AP,240107,,24750,AD,260523.6772,4686983.0047,1,24,1,AP,F,FS,24,240107,24750,AD,068060010,LA BAÑEZA,0,POINT (260523.6771999998 4686983.0046999995)
Dependencias.104,GUILLAREI,22200,068100040,E,EX,AE,360558,,36700,AD,34757.236,4672386.7055,1,36,1,AE,E,EX,36,360558,36700,AD,068100040,GUILLAREI,0,POINT (34757.23599999957 4672386.705499999)
Dependencias.105,"GUILLAREI-AG. KM. 0,9",A2240,068160010,B,EX,AM,360558,,36700,AD,34236.9548,4672772.7973,1,36,1,AM,B,EX,36,360558,36700,AD,068160010,"GUILLAREI-AG. KM. 0,9",0,POINT (34236.954800000414 4672772.7973)
Dependencias.106,BIF. CANAL IMPERIAL,B4043,120500100,B,EX,AM,502973,,50013,AV,683701.5237,4604679.2945,1,50,1,AM,B,EX,50,502973,50013,AV,120500100,BIF. CANAL IMPERIAL,0,POINT (683701.5236999998 4604679.294500001)
Dependencias.107,BIF. ARTESA DE LLEIDA,B4100,120500150,B,EX,AM,250334,,25150,AV,808028.5632,4608095.5368,1,25,1,AM,B,EX,25,250334,25150,AV,120500150,BIF. ARTESA DE LLEIDA,0,POINT (808028.5631999997 4608095.536800001)
Dependencias.108,CERCEDA-MEIRAMA,31416,068220125,T,EX,AE,150243,,15185,AD,57509.9325,4798298.8656,1,15,1,AE,T,EX,15,150243,15185,AD,068220125,CERCEDA-MEIRAMA,0,POINT (57509.93250000011 4798298.865599999)
Dependencias.109,AGURAIN-SALVATIERRA DE ALAVA,11212,011000340,T,EX,AE,10513,,01200,AD,549911.0364,4743941.1614,1,1,1,AE,T,EX,1,10513,01200,AD,011000340,AGURAIN-SALVATIERRA DE ALAVA,0,POINT (549911.0363999996 4743941.1614)
Dependencias.110,VILLENA,60902,033300020,A,EX,AE,31409,,03400,AD,685604.3294,4278079.0763,1,3,1,AE,A,EX,3,31409,03400,AD,033300020,VILLENA,,POINT (685604.3294000002 4278079.076300001)
Dependencias.111,EL PINILLO (APD),54510,044360030,P,EX,AE,299018,,29620,AD,364477.4229,4052661.5129,1,29,1,AE,P,EX,29,299018,29620,AD,044360030,EL PINILLO (APD),0,POINT (364477.42289999966 4052661.5129000004)
Dependencias.112,ARROYO TAMARGUILLO,43017,044400020,Y,FS,AP,410917,,41092,AD,235935.9007,4147051.1672,1,41,0,AP,Y,FS,41,410917,41092,AD,044400020,ARROYO TAMARGUILLO,0,POINT (235935.90070000011 4147051.167199999)
