FID,nombre,cod_depend,cod_tramo,cod_tipo_d,cod_estado,id_gestor,cod_munici,direccion,codigo_pos,cod_titula,utm_x,utm_y,v_desde,id_provinc,prec_geom,dependenci,dependen_1,dependen_2,dependen_3,dependen_4,dependen_5,dependen_6,dependen_7,dependen_8,dependen_9,geom
Dependencias.1782,GILET (APD),67223,026100130,P,EX,AE,461347,,46149,AD,729788.979,4395607.611,1,46,1,AE,P,EX,46,461347,46149,AD,026100130,GILET (APD),0,POINT (729788.9790000003 4395607.611)
Dependencias.1783,MONTORNES-BUTANO,79008,022700052,O,EX,AM,81363,,08170,AD,939900.245,4614868.231,5,8,1,AM,O,EX,8,81363,08170,AD,022700052,MONTORNES-BUTANO,0,POINT (939900.2450000001 4614868.231000001)
Dependencias.1784,GRANOLLERS-CENTRE,79100,022700060,E,EX,AE,80961,,08402,AD,941019.7675,4618871.85,1,8,1,AE,E,EX,8,80961,08402,AD,022700060,GRANOLLERS-CENTRE,0,POINT (941019.7675000001 4618871.85)
Dependencias.1785,GUALBA (APD),79105,022700080,P,EX,AE,80977,,08474,AD,960812.9681,4633331.4285,1,8,1,AE,P,EX,8,80977,08474,AD,022700080,GUALBA (APD),0,POINT (960812.9681000002 4633331.4285)
Dependencias.1786,SANT CELONI,79104,022700070,E,EX,AE,82021,,08470,AD,957039.9351,4629474.6936,1,8,1,AE,E,EX,8,82021,08470,AD,022700070,SANT CELONI,0,POINT (957039.9351000004 4629474.693600001)
Dependencias.1787,FORNELLS DE LA SELVA (APD),79205,022700100,P,EX,AE,170736,,17458,AD,981728.5006,4658912.8204,1,17,1,AE,P,EX,17,170736,17458,AD,022700100,FORNELLS DE LA SELVA (APD),0,POINT (981728.5005999999 4658912.8204)
Dependencias.1788,GIRONA,79300,120500280,E,EX,AE,170792,,17002,AV,981989.721,4663880.7195,5,17,1,AE,E,EX,17,170792,17002,AV,120500280,GIRONA,,POINT (981989.7209999999 4663880.7195)
Dependencias.1789,FIGUERES,79309,022700140,E,EX,AE,170669,,17600,AD,992348.0941,4696490.6384,1,17,1,AE,E,EX,17,170669,17600,AD,022700140,FIGUERES,,POINT (992348.0941000003 4696490.6384)
Dependencias.1790,PEÑISCOLA,65310,036000120,Y,FS,AP,120897,,12598,AD,784888.933,4477426.6437,1,12,0,AP,Y,FS,12,120897,12598,AD,036000120,PEÑISCOLA,0,POINT (784888.9330000002 4477426.6437)
Dependencias.1791,VILLARQUEMADO,67106,026100080,Y,FS,AP,442617,,44380,AD,646029.7808,4486213.6033,1,44,1,AP,Y,FS,44,442617,44380,AD,026100080,VILLARQUEMADO,0,POINT (646029.7807999998 4486213.6033)
Dependencias.1792,CAUDE,67109,026100080,Y,FS,AP,442160,,44003,AD,654471.0202,4473315.1685,1,44,2,AP,Y,FS,44,442160,44003,AD,026100080,CAUDE,0,POINT (654471.0202000001 4473315.168500001)
Dependencias.1793,CONCUD,67110,026100080,Y,FS,AP,442160,,44397,AD,657199.6838,4471479.8949,1,44,2,AP,Y,FS,44,442160,44397,AD,026100080,CONCUD,0,POINT (657199.6837999998 4471479.8949)
Dependencias.1794,P.B. EL VILLAR,60706,033000195,E,EX,AM,20181,,02691,AD,630815.6762,4307446.1778,51,2,1,AM,E,EX,2,20181,02691,AD,033000195,P.B. EL VILLAR,0,POINT (630815.6761999996 4307446.1778)
Dependencias.1795,EL ANGEL,60707,033000195,Y,FS,AP,20096,,02640,AD,655629.9112,4303098.0136,1,2,1,AP,Y,FS,2,20096,02640,AD,033000195,EL ANGEL,0,POINT (655629.9112 4303098.013599999)
Dependencias.1796,LENOVA-MANUEL (APD),64007,033000270,P,EX,AE,461192,,46669,AD,718269.9338,4325365.7125,1,46,1,AE,P,EX,46,461192,46669,AD,033000270,LENOVA-MANUEL (APD),0,POINT (718269.9337999998 4325365.7125)
Dependencias.1797,LA POBLA LLARGA,64102,033000270,A,EX,AE,462037,,46670,AD,718845.3827,4328930.7199,1,46,1,AE,A,EX,46,462037,46670,AD,033000270,LA POBLA LLARGA,0,POINT (718845.3827 4328930.719900001)
Dependencias.1798,ALGINET,64106,033000270,Y,FS,AP,460312,,46230,AD,717856.1604,4348993.6403,1,46,1,AP,Y,FS,46,460312,46230,AD,033000270,ALGINET,0,POINT (717856.1604000004 4348993.6403)
Dependencias.1799,VILLARRUBIA DE SANTIAGO,66004,033100010,T,EX,AE,451954,,45360,AD,468630.6446,4424072.7503,1,45,1,AE,T,EX,45,451954,45360,AD,033100010,VILLARRUBIA DE SANTIAGO,0,POINT (468630.64460000023 4424072.7502999995)
Dependencias.1800,LOS PALANCARES,66102,033100050,F,FS,AP,160468,,16340,AD,587466.3841,4426300.7903,1,16,1,AP,F,FS,16,160468,16340,AD,033100050,LOS PALANCARES,0,POINT (587466.3841000004 4426300.7903)
Dependencias.1801,LA GRAMEDOSA,66106,033100060,Y,FS,AP,160565,,16373,AD,605514.053,4405231.3643,1,16,1,AP,Y,FS,16,160565,16373,AD,033100060,LA GRAMEDOSA,0,POINT (605514.0530000003 4405231.3643)
Dependencias.1802,YEMEDA-CARDENETE (APD),66108,033100060,F,FS,AP,162769,,16373,AD,612924.0188,4400938.4092,1,16,1,AP,F,FS,16,162769,16373,AD,033100060,YEMEDA-CARDENETE (APD),0,POINT (612924.0187999997 4400938.4092)
Dependencias.1803,VILLORA (APD),66109,033100060,F,FS,AP,162743,,16371,AD,619009.9851,4400590.6517,1,16,1,AP,F,FS,16,162743,16371,AD,033100060,VILLORA (APD),0,POINT (619009.9851000002 4400590.651699999)
Dependencias.1804,ENGUIDANOS (APD),66110,033100060,F,FS,AP,160822,,16372,AD,627183.0759,4397402.7625,1,16,1,AP,F,FS,16,160822,16372,AD,033100060,ENGUIDANOS (APD),0,POINT (627183.0758999996 4397402.762499999)
Dependencias.1805,LAS CUEVAS (APD),66113,033100070,F,FS,AP,462495,,46300,OT,647777.1684,4386536.2932,1,46,1,AP,F,FS,46,462495,46300,OT,033100070,LAS CUEVAS (APD),,POINT (647777.1683999998 4386536.293199999)
Dependencias.1806,SAN ANTONIO DE REQUENA (APD),66201,033100080,P,EX,AE,462135,,46390,AD,658983.4187,4376363.2692,1,46,1,AE,P,EX,46,462135,46390,AD,033100080,SAN ANTONIO DE REQUENA (APD),0,POINT (658983.4187000003 4376363.269200001)
Dependencias.1807,REQUENA (APD),66202,033100080,P,EX,AE,462135,,46340,AD,662985.3423,4372996.0949,1,46,1,AE,P,EX,46,462135,46340,AD,033100080,REQUENA (APD),0,POINT (662985.3422999997 4372996.094900001)
Dependencias.1808,VENTA MINA-SIETE AGUAS (APD),66205,033100080,T,EX,AE,460771,,46360,AD,683244.492,4369354.4442,1,46,1,AE,T,EX,46,460771,46360,AD,033100080,VENTA MINA-SIETE AGUAS (APD),0,POINT (683244.4919999996 4369354.4442)
Dependencias.1809,CHIVA,66207,033100090,A,EX,AE,461115,,46370,AD,695871.79,4371526.497,1,46,1,AE,A,EX,46,461115,46370,AD,033100090,CHIVA,0,POINT (695871.79 4371526.4969999995)
Dependencias.1810,CIRCUIT RICARDO TORMO APD.,66210,033100090,P,EX,AE,461094,,46380,AD,704127.3314,4374466.4171,1,46,1,AE,P,EX,46,461094,46380,AD,033100090,CIRCUIT RICARDO TORMO APD.,0,POINT (704127.3313999996 4374466.417099999)
Dependencias.1811,LORIGUILLA-REVA,66209,033100090,T,EX,AE,461483,,46393,AD,709209.5247,4373501.3011,1,46,1,AE,T,EX,46,461483,46393,AD,033100090,LORIGUILLA-REVA,0,POINT (709209.5247 4373501.301100001)
Dependencias.1812,ALDAIA,66211,033100090,T,EX,AE,460214,,46960,AD,718245.051,4371009.9338,1,46,1,AE,T,EX,46,460214,46960,AD,033100090,ALDAIA,0,POINT (718245.051 4371009.933800001)
Dependencias.1813,XIRIVELLA-ALQUERIES (APD),66214,033100090,P,EX,AE,461108,,46950,AD,720911.4891,4371258.0478,1,46,1,AE,P,EX,46,461108,46950,AD,033100090,XIRIVELLA-ALQUERIES (APD),0,POINT (720911.4890999999 4371258.047800001)
Dependencias.1814,MANISES,69202,033140020,F,FS,AP,461593,,46940,AD,718512.6925,4374197.124,1,46,1,AP,F,FS,46,461593,46940,AD,033140020,MANISES,0,POINT (718512.6924999999 4374197.124)
Dependencias.1815,VIANA,10504,011000150,T,EX,AE,471935,,47150,AD,353618.8797,4598423.4646,1,47,1,AE,T,EX,47,471935,47150,AD,011000150,VIANA,0,POINT (353618.8797000004 4598423.4646000005)
Dependencias.1816,DUEÑAS,10605,011000200,T,EX,AE,340698,,34210,AD,372133.1138,4636631.0781,1,34,1,AE,T,EX,34,340698,34210,AD,011000200,DUEÑAS,0,POINT (372133.1138000004 4636631.0781)
Dependencias.1817,VALLADOLID UNIVERSIDAD (APD),10610,011000165,P,EX,AE,471868,,47011,AD,358119.4505,4613455.9972,1,47,1,AE,P,EX,47,471868,47011,AD,011000165,VALLADOLID UNIVERSIDAD (APD),0,POINT (358119.45050000027 4613455.997199999)
Dependencias.1818,TORQUEMADA,11005,011000220,T,EX,AX,341821,,34230,AD,392433.2852,4652364.2639,1,34,1,AX,T,EX,34,341821,34230,AD,011000220,TORQUEMADA,0,POINT (392433.2851999998 4652364.263900001)
Dependencias.1819,QUINTANA DEL PUENTE,11006,011000220,T,EX,AE,341415,,34250,AD,400858.6127,4659349.6996,1,34,1,AE,T,EX,34,341415,34250,AD,011000220,QUINTANA DEL PUENTE,0,POINT (400858.6127000004 4659349.6996)
Dependencias.1820,ESTEPAR,11010,011000230,T,EX,AX,91255,,09230,AD,426277.2542,4680416.6507,1,9,1,AX,T,EX,9,91255,09230,AD,011000230,ESTEPAR,0,POINT (426277.2542000003 4680416.650699999)
Dependencias.1821,QUINTANILLEJA,11011,011000230,T,EX,AX,93386,,09196,AD,433112.7874,4686441.2445,1,9,1,AX,T,EX,9,93386,09196,AD,011000230,QUINTANILLEJA,0,POINT (433112.7873999998 4686441.2445)
Dependencias.1822,LA IBERIA (APD),13402,017200070,P,EX,AE,480849,,48910,AD,499636.3247,4795534.0958,1,48,1,AE,P,EX,48,480849,48910,AD,017200070,LA IBERIA (APD),0,POINT (499636.32469999976 4795534.095799999)
Dependencias.1823,PORTUGALETE  (APD),13403,017200070,P,EX,AE,480789,,48920,AD,498783.9304,4796198.739,1,48,1,AE,P,EX,48,480789,48920,AD,017200070,PORTUGALETE  (APD),0,POINT (498783.93039999995 4796198.739)
Dependencias.1824,PEÑOTA (APD),13404,017200070,P,EX,AE,480828,,48980,AD,498096.976,4797054.2236,1,48,1,AE,P,EX,48,480828,48980,AD,017200070,PEÑOTA (APD),0,POINT (498096.9759999998 4797054.2236)
Dependencias.1825,GALINDO,13501,017220010,T,EX,AE,480849,,48910,AD,499172.5564,4794585.762,1,48,1,AE,T,EX,48,480849,48910,AD,017220010,GALINDO,0,POINT (499172.5564000001 4794585.762)
Dependencias.1826,TRAPAGA (APD),13502,017220010,P,EX,AE,480806,,48510,AD,498584.0762,4794447.1453,1,48,1,AE,P,EX,48,480806,48510,AD,017220010,TRAPAGA (APD),0,POINT (498584.0762 4794447.145300001)
Dependencias.1827,SAGRADA FAMILIA (APD),13509,017220010,P,EX,AE,480834,,48530,AD,495645.6085,4795088.1115,1,48,1,AE,P,EX,48,480834,48530,AD,017220010,SAGRADA FAMILIA (APD),0,POINT (495645.6085000001 4795088.111500001)
Dependencias.1828,EXOLUM (CGD),A6144,033260020,G,EX,AM,300161,,30202,AD,684112.9054,4163435.8181,1,30,1,AM,G,EX,30,300161,30202,AD,033260020,EXOLUM (CGD),0,POINT (684112.9053999996 4163435.8181)
Dependencias.1829,ALBACETE MERCANCIAS,60602,033000170,E,EX,AS,20030,,02006,AD,598844.4183,4318469.9027,4,2,1,AS,E,EX,2,20030,02006,AD,033000170,ALBACETE MERCANCIAS,0,POINT (598844.4183 4318469.9026999995)
Dependencias.1830,VILLARRASA (APD),43012,044400060,P,EX,AE,210773,,21850,AD,181365.1629,4143883.9732,1,21,1,AE,P,EX,21,210773,21850,AD,044400060,VILLARRASA (APD),0,POINT (181365.16289999988 4143883.973200001)
Dependencias.1831,NIEBLA-PUERTA DEL BUEY (APD),43015,044400060,P,EX,AE,210530,,21840,AD,173940.3996,4141004.3349,1,21,1,AE,P,EX,21,210530,21840,AD,044400060,NIEBLA-PUERTA DEL BUEY (APD),0,POINT (173940.39960000012 4141004.334899999)
Dependencias.1832,LAMETLLA DE MAR,65405,036000145,T,EX,AE,430136,,43860,AD,820205.6052,4533080.9768,1,43,1,AE,T,EX,43,430136,43860,AD,036000145,LAMETLLA DE MAR,0,POINT (820205.6052000001 4533080.9768)
Dependencias.1833,VALENCIA DEL VENTOSO,42003,045120010,T,EX,AX,61417,,06330,AD,197768.5523,4240025.0445,1,6,1,AX,T,EX,6,61417,06330,AD,045120010,VALENCIA DEL VENTOSO,0,POINT (197768.55229999963 4240025.044500001)
Dependencias.1834,CUMBRES MAYORES,42006,045120020,T,EX,AE,210293,,21380,AD,181386.3098,4217953.3005,1,21,1,AE,T,EX,21,210293,21380,AD,045120020,CUMBRES MAYORES,0,POINT (181386.30979999993 4217953.3005)
Dependencias.1835,ALMONASTER-CORTEGANA (APD),42009,045120030,P,EX,AE,210046,,21342,AD,166097.5275,4201658.1984,1,21,1,AE,P,EX,21,210046,21342,AD,045120030,ALMONASTER-CORTEGANA (APD),0,POINT (166097.52749999985 4201658.1984)
Dependencias.1836,EL TAMUJOSO (APD),42013,045120040,P,EX,AE,210237,,21320,AD,156179.2691,4181951.0553,1,21,1,AE,P,EX,21,210237,21320,AD,045120040,EL TAMUJOSO (APD),0,POINT (156179.26910000015 4181951.055299999)
Dependencias.1837,EL COBUJON (APD),42018,045120050,P,EX,AE,210176,,21300,AD,150563.4736,4159520.3168,1,21,1,AE,P,EX,21,210176,21300,AD,045120050,EL COBUJON (APD),0,POINT (150563.47360000014 4159520.3168)
Dependencias.1838,CAZALLA-CONSTANTINA,40113,045160040,A,EX,AE,410331,,41450,AD,262322.1396,4201807.2546,1,41,1,AE,A,EX,41,410331,41450,AD,045160040,CAZALLA-CONSTANTINA,0,POINT (262322.13960000034 4201807.2546)
Dependencias.1839,FUENGIROLA,54516,044360030,E,EX,AE,290542,,29640,AD,354632.2141,4045266.1589,1,29,1,AE,E,EX,29,290542,29640,AD,044360030,FUENGIROLA,0,POINT (354632.21410000045 4045266.1589)
Dependencias.1840,BIF. CARTUJA,B4301,044400020,B,EX,AM,410896,,41970,AD,234416.6263,4146336.5241,1,41,1,AM,B,EX,41,410896,41970,AD,044400020,BIF. CARTUJA,0,POINT (234416.62629999965 4146336.5241)
Dependencias.1841,ALAMILLO,43001,044400030,A,EX,AX,410212,,41900,AD,232431.0916,4145506.4025,1,41,1,AX,A,EX,41,410212,41900,AD,044400030,ALAMILLO,0,POINT (232431.09159999993 4145506.4025)
Dependencias.1842,ESCACENA,43009,044400045,T,EX,AE,210329,,21870,AD,199725.2779,4144409.6877,1,21,1,AE,T,EX,21,210329,21870,AD,044400045,ESCACENA,0,POINT (199725.2779000001 4144409.6876999997)
Dependencias.1843,CAMBIADOR DE PUIGVERD,73023,120620010,F,FS,AA,251826,,25153,AV,811592.1692,4607000.5543,1,25,0,AA,F,FS,25,251826,25153,AV,120620010,CAMBIADOR DE PUIGVERD,0,POINT (811592.1692000004 4607000.554300001)
Dependencias.1844,"CAMBIADOR PLASENCIA AG. KM. 308,6",A7070,022000210,B,EX,AM,500444,,50296,AD,648375.3983,4618604.5966,1,50,2,AM,B,EX,50,500444,50296,AD,022000210,"CAMBIADOR PLASENCIA AG. KM. 308,6",0,POINT (648375.3982999995 4618604.5966)
Dependencias.1845,EL PRAT DE LLOBREGAT,71707,022000520,E,EX,AE,81691,,08820,AD,925943.6259,4588002.3285,1,8,1,AE,E,EX,8,81691,08820,AD,022000520,EL PRAT DE LLOBREGAT,0,POINT (925943.6259000003 4588002.328500001)
Dependencias.1846,CIEZA,61012,033200025,A,EX,AE,300196,,30530,AD,638100.976,4234352.7659,1,30,1,AE,A,EX,30,300196,30530,AD,033200025,CIEZA,0,POINT (638100.9759999998 4234352.765900001)
Dependencias.1847,CIUDAD RODRIGO,33013,011200080,E,EX,AX,371073,,37500,AD,201304.0571,4501317.0361,1,37,1,AX,E,EX,37,371073,37500,AD,011200080,CIUDAD RODRIGO,0,POINT (201304.05709999986 4501317.0361)
Dependencias.1848,LOS MAJUELOS (CGD),50414,044000120,G,EX,AM,140180,,14620,AD,370304.4079,4200338.9613,1,14,0,AM,G,EX,14,140180,14620,AD,044000120,LOS MAJUELOS (CGD),0,POINT (370304.4079 4200338.961300001)
Dependencias.1849,AZANAQUE,50601,044000190,Y,FS,AP,410248,,41410,AD,267357.0794,4163894.8128,1,41,0,AP,Y,FS,41,410248,41410,AD,044000190,AZANAQUE,0,POINT (267357.07940000016 4163894.8127999995)
Dependencias.1850,LOS MERINALES (APD),51102,044000270,Y,FS,AP,410384,,41703,AD,236849.1033,4133270.3745,1,41,0,AP,Y,FS,41,410384,41703,AD,044000270,LOS MERINALES (APD),0,POINT (236849.1032999996 4133270.374500001)
Dependencias.1851,LAS CABEZAS DE SAN JUAN,51202,044000300,T,EX,AE,410205,,41730,AD,237875.4741,4101082.6798,1,41,0,AE,T,EX,41,410205,41730,AD,044000300,LAS CABEZAS DE SAN JUAN,0,POINT (237875.47410000023 4101082.6798)
Dependencias.1852,CAÑADA ANCHA,51206,044000310,Y,FS,AP,110201,,11400,AD,223587.4885,4068111.4318,1,11,0,AP,Y,FS,11,110201,11400,AD,044000310,CAÑADA ANCHA,0,POINT (223587.48849999998 4068111.4318000004)
Dependencias.1853,EL PORTAL,51301,044000320,Y,FS,AP,110201,,11400,AD,219983.2364,4059277.2839,1,11,0,AP,Y,FS,11,110201,11400,AD,044000320,EL PORTAL,0,POINT (219983.23639999982 4059277.2839)
Dependencias.1854,AZUCARERA DEL GUADALETE,51304,044000320,Y,FS,AP,110201,,11408,AD,220481.3744,4061414.1034,1,11,0,AP,Y,FS,11,110201,11408,AD,044000320,AZUCARERA DEL GUADALETE,0,POINT (220481.3744000001 4061414.1033999994)
Dependencias.1855,NACIMIENTO,56304,044100090,Y,FS,AP,40656,,04540,AD,532855.1649,4110124.4894,1,4,2,AP,Y,FS,4,40656,04540,AD,044100090,NACIMIENTO,0,POINT (532855.1649000002 4110124.4893999994)
Dependencias.1856,HOLCIM,56314,044100100,Y,FS,AP,40470,,04560,AD,547322.7218,4088241.8739,4,4,2,AP,Y,FS,4,40470,04560,AD,044100100,HOLCIM,0,POINT (547322.7218000004 4088241.8739)
Dependencias.1857,KM. 143.6 (LA ENCARNACIÓN),42017,045120050,K,FS,AM,210176,,21300,AD,152978.1196,4162766.2463,1,21,2,AM,K,FS,21,210176,21300,AD,045120050,KM. 143.6 (LA ENCARNACIÓN),0,POINT (152978.11959999986 4162766.2463000007)
Dependencias.1858,BIF.GRAO VALENCI,B6502,036000030,F,FS,AT,462508,,46024,AD,728748.7959,4370191.8845,2,46,2,AT,F,FS,46,462508,46024,AD,036000030,BIF.GRAO VALENCI,0,POINT (728748.7959000003 4370191.884500001)
Dependencias.1859,PINAR DE ANTEQUERA,08014,110800100,E,EX,AM,471868,,47008,AV,354001.9935,4606019.9718,1,34,0,AM,E,EX,34,471868,47008,AV,110800100,DUEÑAS AV,0,POINT (354001.99349999987 4606019.9717999995)
Dependencias.1860,CASTIL PEONES APD,11108,011000270,Y,FS,AP,90835,,09258,AD,468058.1696,4703809.8024,1,9,0,AP,Y,FS,9,90835,09258,AD,011000270,CASTIL PEONES APD,0,POINT (468058.1695999997 4703809.8024)
Dependencias.1861,ZUASTI,80008,017100030,T,EX,AX,311311,,31170,AD,602247.3616,4745339.5108,1,31,1,AX,T,EX,31,311311,31170,AD,017100030,ZUASTI,0,POINT (602247.3616000004 4745339.5108)
Dependencias.1862,BIURRUN-CAMPANAS,80104,017100050,T,EX,AX,310569,,31398,AD,610391.7534,4727256.528,1,31,1,AX,T,EX,31,310569,31398,AD,017100050,BIURRUN-CAMPANAS,0,POINT (610391.7533999998 4727256.528000001)
Dependencias.1863,CARRASCAL,80105,017100050,T,EX,AX,312384,,31396,AD,611016.2203,4723142.6383,1,31,1,AX,T,EX,31,312384,31396,AD,017100050,CARRASCAL,0,POINT (611016.2203000002 4723142.6383)
Dependencias.1864,OLITE-ERRIBERRI,80109,017100070,T,EX,AE,311918,,31390,AD,610958.5595,4704512.487,5,31,1,AE,T,EX,31,311918,31390,AD,017100070,OLITE-ERRIBERRI,0,POINT (610958.5595000004 4704512.487)
Dependencias.1865,PITILLAS (APD),80111,017100070,Y,FS,AP,312055,,31392,AD,612642.595,4697653.6397,1,31,1,AP,Y,FS,31,312055,31392,AD,017100070,PITILLAS (APD),0,POINT (612642.5949999997 4697653.639699999)
Dependencias.1866,MARCILLA DE NAVARRA,80114,017100070,T,EX,AE,311635,,31330,AD,605665.6677,4687744.8825,1,31,1,AE,T,EX,31,311635,31330,AD,017100070,MARCILLA DE NAVARRA,0,POINT (605665.6677000001 4687744.8825)
Dependencias.1867,BRIONES,81003,017000080,T,EX,AX,260342,,26330,AD,518098.1248,4710304.7555,1,26,1,AX,T,EX,26,260342,26330,AD,017000080,BRIONES,0,POINT (518098.12480000034 4710304.7555)
Dependencias.1868,SAN ASENSIO,81004,017000080,T,EX,AX,261294,,26340,AD,520874.4731,4707611.4968,1,26,1,AX,T,EX,26,261294,26340,AD,017000080,SAN ASENSIO,0,POINT (520874.47310000006 4707611.4968)
Dependencias.1869,CENICERO,81005,017000080,T,EX,AX,260466,,26350,AD,530301.6233,4703713.4507,1,26,1,AX,T,EX,26,260466,26350,AD,017000080,CENICERO,0,POINT (530301.6233000001 4703713.4507)
Dependencias.1870,FUENMAYOR,81006,017000080,A,EX,AX,260645,,26360,AD,535273.1075,4704040.2459,1,26,1,AX,A,EX,26,260645,26360,AD,017000080,FUENMAYOR,0,POINT (535273.1074999999 4704040.2458999995)
Dependencias.1871,CENICERO-SAN ISIDRO (APD),81010,017000080,Y,FS,AP,260466,,26350,AD,529060.7944,4703375.408,1,26,1,AP,Y,FS,26,260466,26350,AD,017000080,CENICERO-SAN ISIDRO (APD),0,POINT (529060.7944 4703375.408)
Dependencias.1872,HARO-EL PARDO (APD),81011,017000080,Y,FS,AP,260717,,26200,AD,512896.9661,4713915.2021,1,26,1,AP,Y,FS,26,260717,26200,AD,017000080,HARO-EL PARDO (APD),0,POINT (512896.96609999985 4713915.202099999)
Dependencias.1873,BIDEBIETA-BASAURI,13113,017000170,E,EX,AE,480157,,48970,AD,508967.8958,4787130.374,1,48,1,AE,E,EX,48,480157,48970,AD,017000170,BIDEBIETA-BASAURI,0,POINT (508967.89580000006 4787130.374)
Dependencias.1874,OLLARGAN,13114,017000170,T,EX,AE,480118,,48003,AD,506779.1309,4787741.9355,1,48,1,AE,T,EX,48,480118,48003,AD,017000170,OLLARGAN,0,POINT (506779.1309000002 4787741.9355)
Dependencias.1875,ATAQUINES,10411,011000130,T,EX,AX,470112,,47210,AD,349690.5233,4560085.3067,1,47,1,AX,T,EX,47,470112,47210,AD,011000130,ATAQUINES,0,POINT (349690.52329999954 4560085.306700001)
Dependencias.1876,LA GARENA (APD),70111,022000075,P,EX,AE,280053,,28806,AD,466686.2852,4481166.6197,1,28,1,AE,P,EX,28,280053,28806,AD,022000075,LA GARENA (APD),0,POINT (466686.2851999998 4481166.6197)
Dependencias.1877,ALCALA DE H.-UNIVERSIDAD (APD),70107,022000090,P,EX,AE,280053,,28805,AD,471596.6551,4483896.6393,1,28,1,AE,P,EX,28,280053,28805,AD,022000090,ALCALA DE H.-UNIVERSIDAD (APD),0,POINT (471596.6551000001 4483896.6393)
Dependencias.1878,FONTANAR,70201,022000120,Y,FS,AP,191174,,19290,AD,485658.1223,4507613.8357,1,19,1,AP,Y,FS,19,191174,19290,AD,022000120,FONTANAR,0,POINT (485658.12229999993 4507613.8357)
Dependencias.1879,BIF. VALLADA,B6401,033000240,F,FS,AM,462515,,46691,AD,700689.3728,4309455.099,38,46,1,AM,F,FS,46,462515,46691,AD,033000240,BIF. VALLADA,0,POINT (700689.3728 4309455.098999999)
Dependencias.1880,SILLA,64200,033000270,E,EX,AE,462303,,46460,AD,722714.6218,4360111.0357,1,46,1,AE,E,EX,46,462303,46460,AD,033000270,SILLA,0,POINT (722714.6217999998 4360111.035700001)
Dependencias.1881,"S. VICENTE RASPEIG-AGJ KM. 448,7",A6090,033300035,B,EX,AM,30149,,03009,AD,715834.998,4251156.2208,1,3,1,AM,B,EX,3,30149,03009,AD,033300035,"S. VICENTE RASPEIG-AGJ KM. 448,7",0,POINT (715834.9979999997 4251156.220799999)
Dependencias.1882,SANTO ESTEVO DO SIL,22003,068100010,T,EX,AE,270410,,27438,AD,116377.5981,4707784.0811,1,27,1,AE,T,EX,27,270410,27438,AD,068100010,SANTO ESTEVO DO SIL,0,POINT (116377.59810000006 4707784.0811)
Dependencias.1883,SAN PEDRO DO SIL (APD),22004,068100010,P,EX,AE,270410,,27438,AD,112426.5128,4710853.1746,1,27,1,AE,P,EX,27,270410,27438,AD,068100010,SAN PEDRO DO SIL (APD),0,POINT (112426.51279999968 4710853.1746)
Dependencias.1884,AREAS (APD),22002,068100010,P,EX,AE,270594,,27460,AD,119346.6602,4711013.6286,1,27,1,AE,P,EX,27,270594,27460,AD,068100010,AREAS (APD),0,POINT (119346.66019999981 4711013.6285999995)
Dependencias.1885,BARRA DE MIÑO,22006,068100020,T,EX,AE,320261,,32950,AD,104719.8457,4705491.5524,1,32,1,AE,T,EX,32,320261,32950,AD,068100020,BARRA DE MIÑO,0,POINT (104719.84570000041 4705491.5524)
Dependencias.1886,BARBANTES,22101,068100030,T,EX,AE,320258,,32450,AD,87109.6749,4699544.0152,1,32,1,AE,T,EX,32,320258,32450,AD,068100030,BARBANTES,0,POINT (87109.67489999998 4699544.0152)
Dependencias.1887,CALDELAS (APD),22110,068100040,P,EX,AE,360558,,36700,AD,39332.9599,4670986.7832,1,36,1,AE,P,EX,36,360558,36700,AD,068100040,CALDELAS (APD),0,POINT (39332.95990000013 4670986.7831999995)
Dependencias.1888,MIÑO (APD),21002,068040010,P,EX,AE,150487,,15630,AD,78045.0029,4812002.6122,1,15,1,AE,P,EX,15,150487,15630,AD,068040010,MIÑO (APD),0,POINT (78045.00289999973 4812002.612199999)
Dependencias.1889,PONTEDEUME,21004,068040010,A,EX,AE,150695,,15600,AD,80554.3728,4819592.312,1,15,1,AE,A,EX,15,150695,15600,AD,068040010,PONTEDEUME,0,POINT (80554.37280000001 4819592.312000001)
Dependencias.1890,NEDA,21009,068040010,T,EX,AE,150559,,15510,AD,82701.783,4828783.0561,1,15,1,AE,T,EX,15,150559,15510,AD,068040010,NEDA,0,POINT (82701.78299999982 4828783.0561)
Dependencias.1891,BETANZOS-CIDADE,21001,068040010,T,EX,AE,150098,,15300,AD,76792.6534,4805596.7781,1,15,1,AE,T,EX,15,150098,15300,AD,068040010,BETANZOS-CIDADE,0,POINT (76792.65340000018 4805596.778100001)
Dependencias.1892,PERBES (APD),21003,068040010,P,EX,AE,150487,,15630,AD,78644.1296,4815965.9181,1,15,1,AE,P,EX,15,150487,15630,AD,068040010,PERBES (APD),0,POINT (78644.12959999964 4815965.918099999)
Dependencias.1893,CABANAS (APD),21005,068040010,P,EX,AE,150158,,15621,AD,81516.1343,4819961.8125,1,15,1,AE,P,EX,15,150158,15621,AD,068040010,CABANAS (APD),0,POINT (81516.13430000003 4819961.8125)
Dependencias.1894,PERLIO (APD),21008,068040010,P,EX,AE,150354,,15500,AD,81406.0079,4826289.0785,1,15,1,AE,P,EX,15,150354,15500,AD,068040010,PERLIO (APD),0,POINT (81406.00789999962 4826289.078500001)
